thema	bron	Deelmodel	attribuut	waarde	label-nl	definitie	naam waardelijst	URL
elektriciteit	imkl2015	wion	us-net-common:appurtenanceType	hoogbouwkoppelpunt	hoogbouwkoppelpunt	hoogbouwkoppelpunt	ElectricityAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/ElectricityAppurtenanceTypeIMKLValue/hoogbouwkoppelpunt
telecom	imkl2015	wion	us-net-common:appurtenanceType	antenna	antenna	antenna	TelecommunicationsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsAppurtenanceIMKLTypeValue/antenna
telecom	imkl2015	wion	us-net-common:appurtenanceType	termination	termination	termination	TelecommunicationsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsAppurtenanceIMKLTypeValue/termination
telecom	imkl2015	wion	us-net-common:appurtenanceType	handhole	handhole	handhole	TelecommunicationsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsAppurtenanceIMKLTypeValue/handhole
telecom	imkl2015	wion	us-net-common:appurtenanceType	mof	mof	mof	TelecommunicationsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsAppurtenanceIMKLTypeValue/mof
telecom	imkl2015	wion	us-net-common:appurtenanceType	nietBenoemd	niet benoemd	verzamelterm ondergrondse leidingelementen	TelecommunicationsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsAppurtenanceIMKLTypeValue/nietBenoemd
telecom	imkl2015	wion	us-net-common:appurtenanceType	kabelverdeler	kabelverdeler	kabelverdeler	TelecommunicationsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsAppurtenanceIMKLTypeValue/kabelverdeler
telecom	imkl2015	wion	us-net-common:appurtenanceType	Stijgleiding	Stijgleiding	Stijgleiding	TelecommunicationsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsAppurtenanceIMKLTypeValue/Stijgleiding
telecom	imkl2015	wion	us-net-common:appurtenanceType	GTWP	GTWP	geultraject wijzigingspunt	TelecommunicationsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsAppurtenanceIMKLTypeValue/GTWP
telecom	imkl2015	wion	us-net-common:appurtenanceType	afdekplaten	afdekplaten	afdekplaten	TelecommunicationsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsAppurtenanceIMKLTypeValue/afdekplaten
telecom	imkl2015	wion	us-net-common:appurtenanceType	doorvoerramen	doorvoerramen	doorvoerramen	TelecommunicationsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsAppurtenanceIMKLTypeValue/doorvoerramen
telecom		wion	us-net-common:appurtenanceType	puntVanLevering	punt van levering	punt van levering	TelecommunicationsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsAppurtenanceIMKLTypeValue/puntVanLevering
telecom	imkl2015	wion	telecommunicationsCableMaterialType	coaxial	coaxial	coaxial	TelecommunicationsCableMaterialTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsCableMaterialTypeValue/coaxial
telecom	imkl2015	wion	telecommunicationsCableMaterialType	opticalFiber	opticalFiber	opticalFiber	TelecommunicationsCableMaterialTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsCableMaterialTypeValue/opticalFiber
telecom	imkl2015	wion	telecommunicationsCableMaterialType	twistedPair	twistedPair	twistedPair	TelecommunicationsCableMaterialTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/TelecommunicationsCableMaterialTypeValue/twistedPair
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	buis	buis	Buis	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/buis
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	bocht	bocht	Bocht	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/bocht
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	tstuk	t stuk	Tstuk	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/tstuk
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	bodem	bodem	 Bodem	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/bodem
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	lasnok	lasnok	 Lasnok	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/lasnok
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	expansiestuk	expansiestuk	 Expansiestuk	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/expansiestuk
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	isolatieKoppeling	isolatie koppeling	 IsolatieKoppeling	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/isolatieKoppeling
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	vloeistofvanger	vloeistofvanger	 Vloeistofvanger	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/vloeistofvanger
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	raaginrichting	raaginrichting	 Raaginrichting	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/raaginrichting
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	algemeenGasTransportOnderdeel	Algemeen (gas) transport onderdeel	Algemeen (gas) transport onderdeel	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/algemeenGasTransportOnderdeel
olie-gas-chemicalien	imkl2015	wion	us-net-ogc:oilGasChemicalsProductType	mud	mud	Mud	OilGasChemicalsProductIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductIMKLTypeValue/mud
olie-gas-chemicalien	imkl2015	wion	us-net-ogc:oilGasChemicalsProductType	methanol	methanol	Methanol	OilGasChemicalsProductIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductIMKLTypeValue/methanol
olie-gas-chemicalien	imkl2015	wion	us-net-ogc:oilGasChemicalsProductType	emulsie	emulsie	Emulsie	OilGasChemicalsProductIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductIMKLTypeValue/emulsie
olie-gas-chemicalien	imkl2015	wion	us-net-ogc:oilGasChemicalsProductType	glycol	glycol	Glycol	OilGasChemicalsProductIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductIMKLTypeValue/glycol
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	hoogbouwkoppelpunt	hoogbouwkoppelpunt	hoogbouwkoppelpunt	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/hoogbouwkoppelpunt
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	ontluchting	ontluchting	ontluchting	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/ontluchting
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	aftakzadel	aftakzadel	aftakzadel	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/aftakzadel
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	overgangsstuk	overgangsstuk	overgangsstuk	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/overgangsstuk
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	isolatiestuk	isolatiestuk	isolatiestuk	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/isolatiestuk
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	ontspanningselement	ontspanningselement	ontspanningselement	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/ontspanningselement
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	hoogteligging	hoogteligging	hoogteligging	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/hoogteligging
olie-gas-chemicalien	imkl2015	wion	us-net-common:appurtenanceType	adrespunt	adrespunt	adrespunt	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/adrespunt
olie-gas-chemicalien	imkl-be	wion	us-net-common:appurtenanceType	eindkap	eindkap	eindkap	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/eindkap
olie-gas-chemicalien	imkl-be	wion	us-net-common:appurtenanceType	verloopstuk	verloopstuk	verloopstuk	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/verloopstuk
olie-gas-chemicalien	imkl-be	wion	us-net-common:appurtenanceType	afsluiter	afsluiter	afsluiter	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/afsluiter
olie-gas-chemicalien	imkl-be	wion	us-net-common:appurtenanceType	meetpunt	meetpunt	meetpunt	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/meetpunt
olie-gas-chemicalien	imkl-be	wion	us-net-common:appurtenanceType	sifon	sifon	sifon	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/sifon
olie-gas-chemicalien	imkl-be	wion	us-net-common:appurtenanceType	blaasgat	blaasgat	blaasgat	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/blaasgat
olie-gas-chemicalien	imkl-be	wion	us-net-common:appurtenanceType	kbMeetpunt	kb meetpunt	kbMeetpunt	OilGasChemicalsAppurtenanceIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsAppurtenanceIMKLTypeValue/kbMeetpunt
olie-gas-chemicalien	inspire	wion	us-net-common:appurtenanceType	gasStation	gasstation	Gasstation	OilGasChemicalsAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/gasStation
olie-gas-chemicalien	inspire	wion	us-net-common:appurtenanceType	marker	markering	Markering	OilGasChemicalsAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/marker
olie-gas-chemicalien	inspire	wion	us-net-common:appurtenanceType	oilGasChemicalsNode	Olie-, gas- en chemicaliënnet-knooppunt	Knooppunt in een olie-, gas- en chemicaliënnet.	OilGasChemicalsAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/oilGasChemicalsNode
olie-gas-chemicalien	inspire	wion	us-net-common:appurtenanceType	deliveryPoint	punt van levering	Punt van levering	OilGasChemicalsAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/deliveryPoint
olie-gas-chemicalien	inspire	wion	us-net-common:appurtenanceType	productionRegion	Productiegebied	Productiegebied	OilGasChemicalsAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/productionRegion
olie-gas-chemicalien	inspire	wion	us-net-common:appurtenanceType	pumpingStation	Pompstation	Pompstation	OilGasChemicalsAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/pumpingStation
olie-gas-chemicalien	inspire	wion	us-net-common:appurtenanceType	pump	Pomp	Pomp	OilGasChemicalsAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/pump
olie-gas-chemicalien	inspire	wion	us-net-common:appurtenanceType	storage	Opslagvoorziening	Opslagvoorziening	OilGasChemicalsAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/storage
olie-gas-chemicalien	inspire	wion	us-net-common:appurtenanceType	terminal	Terminal	Terminal	OilGasChemicalsAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/OilGasChemicalsAppurtenanceTypeValue/terminal
olie-gas-chemicalien	inspire	wion	us-net-ogc:oilGasChemicalsProductType	naturalGas	natural Gas	natural Gas	OilGasChemicalsProductTypeValue	http://inspire.ec.europa.eu/codelist/OilGasChemicalsProductTypeValue/naturalGas
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	bioGas	bioGas	bioGas	OilGasChemicalsProductIMKLTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductIMKLTypeValue/bioGas
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	accetone	accetone	accetone	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/accetone
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	air	air	air	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/air
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	argon	argon	argon	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/argon
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	butadiene1.2	butadiene1.2	butadiene1.2	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/butadiene1.2
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	butadiene1.3	butadiene1.3	butadiene1.3	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/butadiene1.3
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	butane	butane	butane	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/butane
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	carbonMonoxide	carbonMonoxide	carbonMonoxide	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/carbonMonoxide
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	chlorine	chlorine	chlorine	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/chlorine
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	concrete	concrete	concrete	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/concrete
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	crude	crude	crude	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/crude
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	dichloroethane	dichloroethane	dichloroethane	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/dichloroethane
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	diesel	diesel	diesel	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/diesel
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	ethylene	ethylene	ethylene	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/ethylene
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	gasFabricationOfCocs	gasFabricationOfCocs	gasFabricationOfCocs	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/gasFabricationOfCocs
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	gasHFx	gasHFx	gasHFx	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/gasHFx
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	gasoil	gasoil	gasoil	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/gasoil
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	hydrogen	hydrogen	hydrogen	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/hydrogen
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	isobutane	isobutane	isobutane	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/isobutane
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	JET-A1	JET-A1	JET-A1	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/JET-A1
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	kerosene	kerosene	kerosene	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/kerosene
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	liquidAmmonia	liquidAmmonia	liquidAmmonia	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/liquidAmmonia
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	liquidHydrocarbon	liquidHydrocarbon	liquidHydrocarbon	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/liquidHydrocarbon
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	multiProduct	multiProduct	multiProduct	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/multiProduct
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	MVC	MVC	MVC	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/MVC
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	nitrogen	nitrogen	nitrogen	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/nitrogen
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	oxygen	oxygen	oxygen	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/oxygen
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	phenol	phenol	phenol	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/phenol
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	propane	propane	propane	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/propane
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	propylene	propylene	propylene	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/propylene
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	saltWater	saltWater	saltWater	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/saltWater
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	saumur	saumur	saumur	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/saumur
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	sand	sand	sand	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/sand
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	tetrachloroide	tetrachloroide	tetrachloroide	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/tetrachloroide
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	unknown	unknown	unknown	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/unknown
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	water	water	water	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/water
olie-gas-chemicalien	imkl-be	wion	us-net-ogc:oilGasChemicalsProductType	empty	empty	empty	OilGasChemicalsProductTypeValue	http://www.geonovum.nl/imkl2015/1.0/def/OilGasChemicalsProductTypeValue/empty
water	imkl2015	wion	us-net-common:appurtenanceType	afsluiter	afsluiter	afsluiter	WaterAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/WaterAppurtenanceTypeIMKLValue/afsluiter
water	imkl2015	wion	us-net-common:appurtenanceType	diameterovergang	diameterovergang	diameterovergang	WaterAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/WaterAppurtenanceTypeIMKLValue/diameterovergang
water	imkl2015	wion	us-net-common:appurtenanceType	materiaalovergang	materiaalovergang	materiaalovergang	WaterAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/WaterAppurtenanceTypeIMKLValue/materiaalovergang
water	imkl2015	wion	us-net-common:appurtenanceType	eindpunt	eindpunt	eindpunt	WaterAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/WaterAppurtenanceTypeIMKLValue/eindpunt
water	imkl2015	wion	us-net-common:appurtenanceType	blindflens	blindflens	blindflens	WaterAppurtenanceTypeIMKLValue	http://www.geonovum.nl/imkl2015/1.0/def/WaterAppurtenanceTypeIMKLValue/blindflens
water	inspire	wion	us-net-common:appurtenanceType	airRelieveValve	ontluchtingsventiel	Ontluchtingsventiel.	WaterAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/airRelieveValve
water	inspire	wion	us-net-common:appurtenanceType	anode	anode	Anode.	WaterAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/anode
water	inspire	wion	us-net-common:appurtenanceType	checkValve	afsluitklep	Afsluitklep.	WaterAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/checkValve
water	inspire	wion	us-net-common:appurtenanceType	controlValve	controleventiel	Controleventiel.	WaterAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/controlValve
water	inspire	wion	us-net-common:appurtenanceType	fireHydrant	brandkraan	Brandkraan.	WaterAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/fireHydrant
water	inspire	wion	us-net-common:appurtenanceType	junction	knooppunt	Knooppunt.	WaterAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/junction
water	inspire	wion	us-net-common:appurtenanceType	lateralPoint	lateraal punt	Lateraal punt.	WaterAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/lateralPoint
water	inspire	wion	us-net-common:appurtenanceType	meter	meter	Meter.	WaterAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/meter
water	inspire	wion	us-net-common:appurtenanceType	pressureController	drukregelaar	Drukregelaar.	WaterAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/pressureController
water	inspire	wion	us-net-common:appurtenanceType	pumpStation	pompstation	Pompstation.	WaterAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/pumpStation
water	inspire	wion	us-net-common:appurtenanceType	samplingStation	meetstation	Meetstation.	WaterAppurtenanceTypeValue	http://inspire.ec.europa.eu/codelist/WaterAppurtenanceTypeValue/samplingStation
